Designator,Mid X,Mid Y,Rotation,Layer
D1,92.0,-101.9,180.0,top
D2,110.35,-102.5175,90.0,top
J1,107.39500000000001,-109.48,90.0,top
J2,100.0,-100.0,0.0,top
J3,100.0,-119.06,0.0,top
J4,88.7,-109.58,270.0,top
R1,107.8,-103.5,0.0,top
R2,107.8,-115.5,0.0,top
R3,92.7875,-103.5,0.0,top
R4,92.8125,-115.5,0.0,top
R5,89.5,-102.6125,90.0,top
R6,107.7875,-101.85,0.0,top
