Designator,Mid X,Mid Y,Rotation,Layer
J1,107.39500000000001,-109.48,90.0,top
J2,100.0,-100.0,0.0,top
J3,100.0,-119.06,0.0,top
R1,100.0875,-108.0,0.0,top
R2,100.0875,-111.0,0.0,top
